case_name,geom_name,split,alt_kft,Re,M_inf,alpha_deg,beta_deg,CL,CD,CMy,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
case_0147,geom_014,train,20.23,34550000.0,0.4503,13.55,0.0,0.712994350448,0.047892223033,-0.756906104646,114.2,182.3,651.5,1000.0,627.9,194.9,82.06,52.4,57.74,37.2
case_0148,geom_014,train,37.97,13840000.0,0.3242,9.787,0.0,0.505776557199,0.026373428117,-0.537991079478,114.2,182.3,651.5,1000.0,627.9,194.9,82.06,52.4,57.74,37.2
case_0150,geom_015,train,9.645,13820000.0,0.182,6.497,0.0,0.358105364549,0.018764675248,-0.223392041984,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0151,geom_015,train,22.14,4977000.0,0.07689,-2.062,0.0,-0.106326834576,0.007044845673,0.065310471225,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0152,geom_015,train,26.31,32220000.0,0.3383,4.758,0.0,0.26983552961,0.012300134982,-0.168768326235,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0153,geom_015,train,38.43,4289000.0,0.4959,10.01,0.0,0.585036263363,0.042213723479,-0.367353302112,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0154,geom_015,train,15.27,18360000.0,0.1356,-7.77,0.0,-0.414150200115,0.023568545915,0.256150143938,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0155,geom_015,train,29.78,14370000.0,0.3916,12.48,0.0,0.706716491665,0.058687763409,-0.442756104222,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0156,geom_015,train,19.33,2124000.0,0.1994,-6.556,0.0,-0.350515613948,0.019800499023,0.216780054219,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0157,geom_015,train,35.95,23300000.0,0.4217,1.714,0.0,0.102337997217,0.005876292197,-0.064524078845,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0158,geom_015,train,3.682,39020000.0,0.2768,16.36,0.0,0.901111605033,0.092951494248,-0.563120689021,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0159,geom_015,train,4.972,13440000.0,0.2489,18.66,0.0,1.019630900457,0.119245215239,-0.636933683472,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33
case_0160,geom_016,train,29.25,3266000.0,0.207,19.7,0.0,0.90779593678,0.084047428258,-0.695953881826,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0161,geom_016,train,11.88,6250000.0,0.1137,0.4384,0.0,0.031987661212,0.0047653544,-0.026187367403,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0162,geom_016,train,25.47,40350000.0,0.4349,9.704,0.0,0.477120994378,0.024383017201,-0.370784432783,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0163,geom_016,train,7.93,15910000.0,0.1477,-5.818,0.0,-0.253201036932,0.010205352268,0.192382338927,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0164,geom_016,train,3.145,51350000.0,0.485,11.06,0.0,0.548973272664,0.031017135955,-0.426822544396,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0165,geom_016,train,22.34,7319000.0,0.08684,7.842,0.0,0.369019999161,0.017003704308,-0.285570698814,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0166,geom_016,train,36.76,904500.0,0.232,-2.33,0.0,-0.09514159061,0.006981822849,0.071675528063,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0167,geom_016,train,12.3,37220000.0,0.2941,3.819,0.0,0.190107254143,0.006973284634,-0.14833137717,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0168,geom_016,train,19.34,14540000.0,0.3823,14.75,0.0,0.70743820122,0.050809029669,-0.54758069973,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0169,geom_016,train,32.23,28550000.0,0.3567,-7.016,0.0,-0.316572410772,0.013230192293,0.241388973806,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26
case_0170,geom_017,train,0.4012,414800.0,0.1703,0.6247,0.0,0.043246417657,0.009508657164,-0.038891741607,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0171,geom_017,train,34.69,27940000.0,0.4342,9.508,0.0,0.610656308616,0.039296500895,-0.536332053647,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0172,geom_017,train,23.36,41430000.0,0.4713,-1.533,0.0,-0.092907145433,0.005937969584,0.080059582064,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0173,geom_017,train,8.221,34730000.0,0.3408,2.53,0.0,0.163262328259,0.007619148451,-0.143778488225,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0175,geom_017,train,16.62,3672000.0,0.05097,6.126,0.0,0.3753957115,0.019732899528,-0.327250578208,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0176,geom_017,train,31.81,2526000.0,0.1197,14.52,0.0,0.881814320655,0.079374954065,-0.766415783613,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0178,geom_017,train,26.6,14210000.0,0.2221,-8.905,0.0,-0.536431390212,0.032529373288,0.463865114999,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0179,geom_017,train,38.69,19260000.0,0.3023,12.77,0.0,0.794013100643,0.063662454844,-0.693186859422,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13
case_0180,geom_018,train,16.69,60590000.0,0.4582,-6.214,0.0,-0.348616984363,0.0151178147,0.285538134254,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0181,geom_018,train,33.11,19150000.0,0.3803,19.48,0.0,1.111756225555,0.117000365197,-0.916302494103,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0182,geom_018,train,25.94,22840000.0,0.2774,8.522,0.0,0.484219657355,0.025372985309,-0.399749875891,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0183,geom_018,train,29.66,5252000.0,0.08242,4.676,0.0,0.264547475855,0.011923268998,-0.218527589563,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0184,geom_018,train,36.12,2232000.0,0.1144,15.5,0.0,0.857138818754,0.072733326888,-0.705518130684,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0185,geom_018,train,6.35,24980000.0,0.1495,12.23,0.0,0.68023444562,0.04593204024,-0.56010445124,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0186,geom_018,train,20.07,1787000.0,0.2618,-9.455,0.0,-0.511752114481,0.030337303651,0.417660609912,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0187,geom_018,train,0.4654,32110000.0,0.3245,-3.871,0.0,-0.206325211167,0.00851450935,0.167920238095,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0189,geom_018,train,8.855,5045000.0,0.2091,6.764,0.0,0.382447408536,0.018635347177,-0.315739942634,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7
case_0190,geom_019,train,0.2,67550000.0,0.365,13.78,0.0,0.680240753752,0.049177900371,-0.454497210174,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0191,geom_019,train,25.28,17660000.0,0.1805,-4.829,0.0,-0.214332774504,0.008647103048,0.140660781652,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0192,geom_019,train,10.79,13120000.0,0.121,-3.578,0.0,-0.155047874676,0.00661944386,0.101542205549,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0193,geom_019,train,17.0,9882000.0,0.3418,-0.5165,0.0,-0.013059144047,0.004361627787,0.007725270019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0194,geom_019,train,36.3,8796000.0,0.1976,19.65,0.0,0.928608485865,0.092036037174,-0.615879175656,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0195,geom_019,train,20.63,35340000.0,0.2792,-8.077,0.0,-0.370823468661,0.017421687145,0.243682643375,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0196,geom_019,train,12.81,6440000.0,0.4476,4.011,0.0,0.211601874361,0.008825186521,-0.142048643948,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0197,geom_019,train,33.26,2376000.0,0.09287,5.22,0.0,0.254178827797,0.011462167796,-0.169532004871,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0198,geom_019,train,29.79,8579000.0,0.268,15.45,0.0,0.744813865179,0.059866685154,-0.496605626078,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6
case_0200,geom_020,train,19.63,23200000.0,0.1823,6.808,0.0,0.270818650444,0.017869466849,-0.178546464809,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0201,geom_020,train,9.19,54470000.0,0.3392,-3.22,0.0,-0.126523164436,0.007200617143,0.082490780008,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0202,geom_020,train,13.18,19530000.0,0.1881,15.38,0.0,0.615919791311,0.07379339544,-0.4154777497,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0204,geom_020,train,30.71,6665000.0,0.3964,8.906,0.0,0.363162646733,0.029106843802,-0.240828605857,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0205,geom_020,train,33.27,14370000.0,0.4944,19.02,0.0,0.791171004331,0.119953369361,-0.541415329353,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0206,geom_020,train,39.41,13350000.0,0.4425,3.921,0.0,0.161470454326,0.009742549346,-0.10613161349,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0208,geom_020,train,20.72,5012000.0,0.05368,13.94,0.0,0.55431363407,0.061421559911,-0.372323709398,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0209,geom_020,train,7.896,2159000.0,0.1299,-4.836,0.0,-0.187232712179,0.012757885921,0.122453160813,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6
case_0210,geom_021,train,33.56,10020000.0,0.245,15.01,0.0,0.675950386299,0.068666831082,-0.444869214496,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0211,geom_021,train,38.68,10360000.0,0.182,-2.282,0.0,-0.0995715899,0.006085260468,0.064535658819,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0212,geom_021,train,8.686,36370000.0,0.2044,6.414,0.0,0.291006085012,0.015671819363,-0.191257341512,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0213,geom_021,train,31.64,3337000.0,0.09589,-5.779,0.0,-0.253938592354,0.014390793465,0.165250507212,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0215,geom_021,train,5.346,1556000.0,0.07259,9.709,0.0,0.434228845547,0.032108428487,-0.285090917818,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0216,geom_021,train,20.22,5867000.0,0.2865,13.63,0.0,0.618390178047,0.058342117824,-0.407369269716,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0217,geom_021,train,13.77,35670000.0,0.3275,-0.2161,0.0,-0.00723534984,0.004059283823,0.004182146529,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0219,geom_021,train,27.28,29050000.0,0.4767,3.23,0.0,0.155006320586,0.007407809612,-0.102631813206,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89
case_0220,geom_022,train,32.44,4261000.0,0.4606,-5.637,0.0,-0.353564739761,0.017568340235,0.352294041996,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0221,geom_022,train,29.73,19520000.0,0.2775,1.929,0.0,0.125860683719,0.006857495222,-0.127110182058,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0222,geom_022,train,2.118,26720000.0,0.2297,8.915,0.0,0.552876984088,0.031796702811,-0.551815864103,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0223,geom_022,train,38.96,5537000.0,0.2673,2.048,0.0,0.132958288292,0.007951260894,-0.13417853243,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0224,geom_022,train,5.839,27520000.0,0.33,12.2,0.0,0.764704444572,0.056259768161,-0.763779044542,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0225,geom_022,train,15.22,44070000.0,0.4212,-2.881,0.0,-0.175789305348,0.007740450489,0.174169335084,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0226,geom_022,train,10.21,4282000.0,0.1561,14.45,0.0,0.881413208236,0.075116302403,-0.875497500949,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0227,geom_022,train,21.06,2297000.0,0.07528,18.31,0.0,1.102561886167,0.115650979216,-1.089097481827,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0228,geom_022,train,24.77,37620000.0,0.396,-7.282,0.0,-0.450405091646,0.022833711435,0.447295781969,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46
case_0230,geom_023,train,13.17,12650000.0,0.1179,-7.314,0.0,-0.315676994776,0.017683950089,0.261445955346,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0231,geom_023,train,0.06343,11910000.0,0.06286,17.22,0.0,0.751617598965,0.080372815289,-0.625958506268,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0232,geom_023,train,30.37,17720000.0,0.4811,-2.54,0.0,-0.114186869934,0.006013945186,0.094989822976,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0233,geom_023,train,24.51,25200000.0,0.225,-5.924,0.0,-0.257737665796,0.012902537641,0.213699102876,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0234,geom_023,train,20.58,4639000.0,0.2465,3.885,0.0,0.175975658331,0.009082605315,-0.14772790187,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0235,geom_023,train,32.93,6216000.0,0.2995,11.32,0.0,0.50837681637,0.038916547082,-0.425620797535,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0236,geom_023,train,7.905,780400.0,0.1404,0.1216,0.0,0.008808241273,0.006475123331,-0.00814186425,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0237,geom_023,train,8.954,34160000.0,0.3976,7.787,0.0,0.357872097743,0.020653124797,-0.30053186181,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0238,geom_023,train,17.21,34780000.0,0.3313,8.315,0.0,0.377425550216,0.022584964393,-0.316591984068,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0239,geom_023,train,39.04,15020000.0,0.4103,14.94,0.0,0.681359905295,0.066071383901,-0.5718873567,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46
case_0241,geom_024,train,3.974,7220000.0,0.1975,18.49,0.0,0.754161859059,0.109012355929,-0.542320417913,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0242,geom_024,train,11.12,23500000.0,0.1411,-2.904,0.0,-0.117113249612,0.006966470238,0.082260344449,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0243,geom_024,train,7.704,31660000.0,0.4141,0.5976,0.0,0.025940881625,0.004490054623,-0.018501344697,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0244,geom_024,train,34.87,17410000.0,0.3146,3.13,0.0,0.130233567595,0.007681812332,-0.092059929513,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0245,geom_024,train,26.54,14570000.0,0.2629,-7.723,0.0,-0.315407400897,0.022542491315,0.222700553492,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0246,geom_024,train,22.86,12650000.0,0.1385,14.67,0.0,0.598016796066,0.069340950759,-0.427069523639,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0247,geom_024,train,12.07,5944000.0,0.473,-4.09,0.0,-0.172101262364,0.010599056702,0.121300670971,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0248,geom_024,train,39.12,1749000.0,0.09389,6.959,0.0,0.283760741305,0.020575205126,-0.200900950068,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0249,geom_024,train,29.18,11380000.0,0.3433,8.991,0.0,0.374453608546,0.029843048359,-0.265851768243,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82
case_0250,geom_025,train,17.94,48010000.0,0.408,17.67,0.0,0.878383051345,0.101827947264,-0.693776548537,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0251,geom_025,train,24.37,11700000.0,0.2112,16.16,0.0,0.781838667927,0.082074466435,-0.614842033309,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0253,geom_025,train,21.52,8226000.0,0.3298,5.857,0.0,0.292278026247,0.015856135374,-0.230729731229,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0254,geom_025,train,10.83,11930000.0,0.2436,0.265,0.0,0.016740455631,0.00513984119,-0.013779723576,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0255,geom_025,train,15.45,5592000.0,0.1093,9.02,0.0,0.436816705639,0.02925594716,-0.343475005059,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0256,geom_025,train,30.33,21250000.0,0.4288,-1.185,0.0,-0.055432809017,0.005146817045,0.043036028455,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0257,geom_025,train,7.601,33960000.0,0.2961,-6.545,0.0,-0.315076539131,0.01685108558,0.246534030438,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0258,geom_025,train,34.88,11380000.0,0.1581,11.48,0.0,0.55613535796,0.043637162161,-0.437291559453,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0259,geom_025,train,39.8,3853000.0,0.07967,2.32,0.0,0.115052957477,0.007514410818,-0.090857375824,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34
case_0260,geom_026,train,26.72,4837000.0,0.08117,-3.726,0.0,-0.147927942715,0.007774710638,0.105445806738,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0261,geom_026,train,36.4,8003000.0,0.4026,2.477,0.0,0.107471736571,0.005920727543,-0.07799352773,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0263,geom_026,train,30.08,11460000.0,0.2938,-5.161,0.0,-0.209940287779,0.010553443078,0.150101256042,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0265,geom_026,train,10.11,54710000.0,0.433,7.835,0.0,0.336024790585,0.019823191963,-0.24308149695,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0266,geom_026,train,16.27,9098000.0,0.4972,18.09,0.0,0.77253350549,0.093589610377,-0.558968918803,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0267,geom_026,train,20.55,38560000.0,0.3459,9.606,0.0,0.402996800032,0.027298233718,-0.290637905085,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0268,geom_026,train,34.12,473500.0,0.2325,1.929,0.0,0.08181548546,0.007234140308,-0.05932531439,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0269,geom_026,train,14.94,8119000.0,0.1436,-9.353,0.0,-0.37484458034,0.025075223101,0.267649620169,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71
case_0270,geom_027,train,35.83,27500000.0,0.4297,10.16,0.0,0.558186763119,0.033255161528,-0.463906644749,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0273,geom_027,train,10.3,35450000.0,0.3415,0.8077,0.0,0.052550392243,0.004368329445,-0.044736152895,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0274,geom_027,train,26.42,13470000.0,0.1989,-2.982,0.0,-0.14353062413,0.006646518718,0.116940324754,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0275,geom_027,train,28.92,2833000.0,0.2606,16.83,0.0,0.878387020252,0.07958421276,-0.722875368561,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0276,geom_027,train,22.47,1794000.0,0.1579,-7.497,0.0,-0.372188691686,0.019308578349,0.30417027411,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0277,geom_027,train,7.504,11050000.0,0.05864,4.905,0.0,0.259229740535,0.010974654836,-0.214826236191,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0279,geom_027,train,13.7,14640000.0,0.116,7.666,0.0,0.400745172989,0.019568850111,-0.331258123327,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58
case_0280,geom_028,train,27.57,695600.0,0.3241,11.0,0.0,0.42946283575,0.040853029522,-0.233613296276,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0281,geom_028,train,35.25,8219000.0,0.1647,-2.633,0.0,-0.101089788721,0.006370312749,0.054451333383,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0282,geom_028,train,36.37,21310000.0,0.3109,11.24,0.0,0.438385998034,0.040054975146,-0.238269134612,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0283,geom_028,train,13.59,17410000.0,0.443,19.06,0.0,0.749897824397,0.112423402263,-0.412079845141,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0285,geom_028,train,4.996,1783000.0,0.07888,-5.642,0.0,-0.2154632504,0.014133537637,0.116313618216,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0286,geom_028,train,17.68,10360000.0,0.2132,5.439,0.0,0.210720379387,0.012587784255,-0.114076994984,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0287,geom_028,train,11.22,17720000.0,0.1283,-0.7015,0.0,-0.026738760185,0.004195050756,0.014315194071,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0288,geom_028,train,28.43,18270000.0,0.2361,14.83,0.0,0.57128718909,0.065995270594,-0.311629624922,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0289,geom_028,train,23.04,22590000.0,0.4598,-7.209,0.0,-0.287709243013,0.019373315766,0.155511970057,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64
case_0290,geom_029,train,18.91,28990000.0,0.4821,-0.06612,0.0,-0.001160333715,0.004426872868,0.000350703608,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69
case_0291,geom_029,train,2.593,59130000.0,0.3056,-9.853,0.0,-0.462338310813,0.03341043306,0.336565595238,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69
case_0292,geom_029,train,37.34,6406000.0,0.1472,16.87,0.0,0.78245752125,0.090318347017,-0.572043033383,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69
case_0293,geom_029,train,8.202,37370000.0,0.3514,3.349,0.0,0.162481950448,0.007854771977,-0.119323576955,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69
case_0294,geom_029,train,27.23,32110000.0,0.4055,19.2,0.0,0.914730385581,0.121457529375,-0.67226934502,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69
case_0295,geom_029,train,28.61,3525000.0,0.1975,-2.755,0.0,-0.127071617651,0.007962496537,0.092173187434,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69
